,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,webURL,numViolations,id,impact,tags,description,help,helpUrl,html,failureSummary,DOM
97,395,37,7,https://www.weebly.com/,9,link-name,serious,"['cat.name-role-value', 'wcag2a', 'wcag412', 'wcag244', 'section508', 'section508.22.a', 'ACT', 'TTv5', 'TT6.a']",Ensures links have discernible text,Links must have discernible text,https://dequeuniversity.com/rules/axe/4.7/link-name?application=playwright,"[['<a id=""facebook-social-link-footer"" rel=""noopener"" class=""social__item"" href=""https://www.facebook.com/weebly"" target=""_blank"">\n\t\t\t\t\t\t\t<svg class=""social__icon"" width=""8px"" height=""18px"">\n\t\t\t\t\t\t\t\t<use xlink:href=""#social-facebook""></use>\n\t\t\t\t\t\t\t</svg>\n\t\t\t\t\t\t</a>', '<a id=""twitter-social-link-footer"" rel=""noopener"" class=""social__item"" href=""https://twitter.com/weebly"" target=""_blank"">\n\t\t\t\t\t\t\t<svg class=""social__icon"" width=""17px"" height=""14px"">\n\t\t\t\t\t\t\t\t<use xlink:href=""#social-twitter""></use>\n\t\t\t\t\t\t\t</svg>\n\t\t\t\t\t\t</a>', '<a id=""youtube-social-link-footer"" rel=""noopener"" class=""social__item"" href=""https://www.youtube.com/user/weebly"" target=""_blank"">\n\t\t\t\t\t\t\t<svg class=""social__icon"" width=""19px"" height=""14px"">\n\t\t\t\t\t\t\t\t<use xlink:href=""#social-youtube""></use>\n\t\t\t\t\t\t\t</svg>\n\t\t\t\t\t\t</a>', '<a id=""instagram-social-link-footer"" rel=""noopener"" class=""social__item"" href=""https://instagram.com/weebly/"" target=""_blank"">\n\t\t\t\t\t\t\t<svg class=""social__icon"" width=""15px"" height=""15px"">\n\t\t\t\t\t\t\t\t<use xlink:href=""#social-instagram""></use>\n\t\t\t\t\t\t\t</svg>\n\t\t\t\t\t\t</a>', '<a id=""google-plus-social-link-footer"" rel=""noopener"" class=""social__item"" href=""https://plus.google.com/+weebly/posts"" target=""_blank"">\n\t\t\t\t\t\t\t<svg class=""social__icon"" width=""24px"" height=""16px"">\n\t\t\t\t\t\t\t\t<use xlink:href=""#social-googleplus""></use>\n\t\t\t\t\t\t\t</svg>\n\t\t\t\t\t\t</a>']]","[['Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute', 'Fix all of the following:\n  Element is in tab order and does not have accessible text\n\nFix any of the following:\n  Element does not have text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute']]",16
98,396,38,8,https://www.weebly.com/,9,region,moderate,"['cat.keyboard', 'best-practice']",Ensures all page content is contained by landmarks,All page content should be contained by landmarks,https://dequeuniversity.com/rules/axe/4.7/region?application=playwright,"[['<div class=""masthead-cta-container"">', '<div class=""masthead-image-container blair is-active"">', '<div class=""masthead-image-container dios"">', '<div class=""themes-heading-and-cta"">', '<picture class=""themes-image js-unveil"">', '<h2 class=""section-heading-text"">\n\t\t\t        Succeed with the right website builder, from start to growth.\n\t\t\t    </h2>', '<div class=""text-container"">', '<div class=""text-container"">', '<div class=""text-container"">', '<div class=""text-container"">', '<div class=""weebly-square is-visible"" data-track-view=""view_weebly_square"">', '<div class=""text-container"">\n\t\t\t\t\t<p class=""section-text-community"">\n\t\t\t\t\t\tIt’s your business. You’ve got this.\n\t\t\t\t\t</p>\n\t\t\t\t\t<h2 class=""section-heading-text"">\n\t\t\t\t\t\tWe’re here to guide you through common hurdles when you need it.\n\t\t\t\t\t</h2>\n\t\t\t\t</div>', '<div class=""customer-success is-visible"" data-track-view=""view_customer_success"">', '<h4 class=""lp-footer__title"">Product</h4>', '<h4 class=""lp-footer__title"">Resources</h4>', '<h4 class=""lp-footer__title"">Support</h4>', '<h4 class=""lp-footer__title"">Partners</h4>', '<h4 class=""lp-footer__title"">Company</h4>', '<div class=""lp-footer__bar-item lp-footer__bar-item--weebly"">\n\t\t\t\t\t<a id=""footer-copy"" class=""lp-footer__bar-link link link--subdued"" href=""/"" style=""display: block"">© 2023 Square, Inc</a>\n\t\t\t\t</div>', '<a id=""language-selector"" class=""link link--subdued"" data-icon-after=""uparrowsmall"" data-popover="""" data-popover-selector="".language-popover"" data-popover-placement=""top"" data-popover-arrow-gap=""2"">English</a>']]","[['Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks']]",16
125,459,33,3,https://www.whatsapp.com/,5,region,moderate,"['cat.keyboard', 'best-practice']",Ensures all page content is contained by landmarks,All page content should be contained by landmarks,https://dequeuniversity.com/rules/axe/4.7/region?application=playwright,"[['<div class=""_aina"">', '<h1 class=""_9vd5 _ad_0 _ad_8"" style=""color:#FFFFFF;"">Message privately</h1>', '<span class=""_9vg3 _9sep _aj1b"" style=""color:#FFFFFF;""><div class=""_8l_f"" style=""box-sizing:border-box;""><p>Simple, reliable, private messaging and calling for free*, available all over the world.</p></div></span>', '<span class=""_advp _aeam"">Download</span>', '<span class=""_9vf_ _9uoi"">', '<div class=""_9tar _9ta4 _9ta6 _9ta8 _9tav""><span class=""_9vg3 _9vd5 _aent _9sep _9vd5 _aent _aj1b"" style=""color:#5E5E5E;""><div class=""_8l_f"" style=""box-sizing:border-box;""><p>* Data charges may apply. Contact your provider for details.</p></div></span></div>', '<section data-testid=""waui_section"" class=""_9t2b _a8s9"" style=""background-color:#FCF5EB;"">', '<section data-testid=""waui_section"" class=""_9t2b _wauiSection__mediumWidth"" style=""background-color:#FCF5EB;"">', '<section data-testid=""waui_section"" class=""_9t2b _a8s9"" style=""background-color:#FCF5EB;"">', '<div class=""_9vd5 _ad_0 _ad_9"" style=""color:#1C1E21;""><div class=""_8l_f"" style=""box-sizing:border-box;""><h2>Never miss a moment with voice and video calls</h2></div></div>', '<span class=""_9vg3 _9sep _9sc- _aj1b"" style=""color:#1C1E21;""><div class=""_8l_f"" style=""box-sizing:border-box;""><p>From a group call to classmates to a quick call with mom, feel like you’re in the same room with voice and video calls.</p></div></span>', '<span class=""_advp _aeam"">Learn more</span>', '<div class=""_9vd6 _9t33 _9bil _9bj3 _9bhj _9v11 _9taw _9tay _9u6w _9u71 _9se- _9u5y _9u5_"" style=""background-color:transparent;"">', '<div class=""_9vd6 _9t33 _9bil _9bj3 _9bhj _9v11 _9taw _9tay _9u6w _9u71 _9se- _9u5y _9u5_"" style=""background-color:transparent;"">', '<div class=""_9vd5 _ad_0 _ad_9"" style=""color:#FFFFFF;""><div class=""_8l_f"" style=""box-sizing:border-box;""><h2>Speak<br><b>freely</b></h2></div></div>', '<span class=""_9vg3 _9sep _9sc- _aj1b"" style=""color:#FFFFFF;"">', '<span class=""_advp _aeam"">Learn more</span>', '<div class=""_9vd5 _ad_0 _ad_9"" style=""color:#1C1E21;""><div class=""_8l_f"" style=""box-sizing:border-box;""><h2>Keep in touch<br>with your groups</h2></div></div>', '<span class=""_9vg3 _9sep _9sc- _aj1b"" style=""color:#1C1E21;""><div class=""_8l_f"" style=""box-sizing:border-box;""><p>Whether it\'s planning an outing with friends or simply staying on top of your family chats, group conversations should feel effortless.</p></div></span>', '<span class=""_advp _aeam"">Learn more</span>', '<div class=""_9vd6 _9t33 _9bil _9bj3 _9bhj _9v11 _9taw _9tay _9u6w _9u71 _9se- _9u5y _9u5_"" style=""background-color:transparent;"">', '<div class=""_adch"" style=""top:50%;left:50%;width:100%;z-index:1;"">', '<picture class=""_9uh7 _9v95"">', '<div class=""_9vd5 _ad_0 _ad_9"" style=""color:#1C1E21;""><div class=""_8l_f"" style=""box-sizing:border-box;""><h2>Say what<br>you feel </h2></div></div>', '<span class=""_9vg3 _9sep _9sc- _aj1b"" style=""color:#1C1E21;""><div class=""_8l_f"" style=""box-sizing:border-box;""><p>Express yourself without words. Use stickers and GIFs or share everyday moments on Status. Record a voice message for a quick hello or a longer story.</p></div></span>', '<span class=""_advp _aeam"">Learn more</span>', '<div class=""_9vd5 _ad_0 _ad_9"" style=""color:#1C1E21;""><div class=""_8l_f"" style=""box-sizing:border-box;""><h2>Transform<br>your business</h2></div></div>', '<span class=""_9vg3 _9sep _9sc- _aj1b"" style=""color:#1C1E21;"">', '<span class=""_advp _aeam"">Learn more</span>', '<div class=""_9vd6 _9t33 _9bil _9bj3 _9bhj _9v11 _9tau _9tay _9u6w _9u71 _9se- _9u5y _9u5_"" style=""background-color:transparent;"">', '<section data-testid=""waui_section"" class=""_9t2b _afht _wauiSection__mediumWidth"" style=""background-color:#E6FFDA;border-bottom-color:#111B21;"">']]","[['Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks', 'Fix any of the following:\n  Some page content is not contained by landmarks']]",20
126,460,34,4,https://www.whatsapp.com/,5,select-name,critical,"['cat.forms', 'wcag2a', 'wcag412', 'section508', 'section508.22.n', 'ACT', 'TTv5', 'TT5.c']",Ensures select element has an accessible name,Select element must have an accessible name,https://dequeuniversity.com/rules/axe/4.7/select-name?application=playwright,"[['<select id=""u_0_1v_8t"" class=""_9tg0 _afo4 _afoc"">']]","[['Fix any of the following:\n  Form element does not have an implicit (wrapped) <label>\n  Form element does not have an explicit <label>\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""']]",20
122,456,30,0,https://www.whatsapp.com/,5,button-name,critical,"['cat.name-role-value', 'wcag2a', 'wcag412', 'section508', 'section508.22.a', 'ACT', 'TTv5', 'TT6.a']",Ensures buttons have discernible text,Buttons must have discernible text,https://dequeuniversity.com/rules/axe/4.7/button-name?application=playwright,"[['<button class=""_afwh _adig _afpc"" type=""normal"" data-ms-clickable=""true"" data-ms=""{&quot;creative&quot;:&quot;link&quot;}"">', '<button class=""_afwh _adig _aikz"" type=""normal"" data-ms-clickable=""true"" data-ms=""{&quot;creative&quot;:&quot;link&quot;}"">']]","[['Fix any of the following:\n  Element does not have inner text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""', 'Fix any of the following:\n  Element does not have inner text that is visible to screen readers\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""']]",20
123,457,31,1,https://www.whatsapp.com/,5,landmark-one-main,moderate,"['cat.semantics', 'best-practice']",Ensures the document has a main landmark,Document should have one main landmark,https://dequeuniversity.com/rules/axe/4.7/landmark-one-main?application=playwright,"[['<html lang=""en"" id=""facebook"" class="""">']]",[['Fix all of the following:\n  Document does not have a main landmark']],20
124,458,32,2,https://www.whatsapp.com/,5,nested-interactive,serious,"['cat.keyboard', 'wcag2a', 'wcag412', 'TTv5', 'TT6.a']",Ensures interactive controls are not nested as they are not always announced by screen readers or can cause focus problems for assistive technologies,Interactive controls must not be nested,https://dequeuniversity.com/rules/axe/4.7/nested-interactive?application=playwright,"[['<div customelement=""[object HTMLButtonElement]"" tabindex=""0"" aria-label=""Previous Slide"" class=""_90ls _9ivz"" role=""button"" aria-controls=""js_0"">', '<div customelement=""[object HTMLButtonElement]"" tabindex=""0"" aria-label=""Next Slide"" class="" _90lt"" role=""button"" aria-controls=""js_0"">']]","[['Fix any of the following:\n  Element has focusable descendants', 'Fix any of the following:\n  Element has focusable descendants']]",20
75,362,4,1,https://www.yokohamatire.com/,11,duplicate-id,minor,"['cat.parsing', 'wcag2a', 'wcag411']",Ensures every id attribute value is unique,id attribute value must be unique,https://dequeuniversity.com/rules/axe/4.7/duplicate-id?application=playwright,"[['<svg id=""Layer_1"" data-name=""Layer 1"" xmlns=""http://www.w3.org/2000/svg"" viewBox=""0 0 500 73.04"">']]",[['Fix any of the following:\n  Document has multiple static elements with the same id attribute: Layer_1']],14
76,363,5,2,https://www.yokohamatire.com/,11,html-has-lang,serious,"['cat.language', 'wcag2a', 'wcag311', 'ACT', 'TTv5', 'TT11.a']",Ensures every HTML document has a lang attribute,<html> element must have a lang attribute,https://dequeuniversity.com/rules/axe/4.7/html-has-lang?application=playwright,[['<html>']],[['Fix any of the following:\n  The <html> element does not have a lang attribute']],14
77,364,6,3,https://www.yokohamatire.com/,11,image-alt,critical,"['cat.text-alternatives', 'wcag2a', 'wcag111', 'section508', 'section508.22.a', 'ACT', 'TTv5', 'TT7.a', 'TT7.b']",Ensures <img> elements have alternate text or a role of none or presentation,Images must have alternate text,https://dequeuniversity.com/rules/axe/4.7/image-alt?application=playwright,"[['<img class=""C_ChooseByTireFamily_logo__37Vuk"" src=""https://ytc-bm.s3.us-east-2.amazonaws.com/ADVAN-WHITE_2020-12-20-045001.png?mtime=20201219205001&amp;focal=none"">']]","[['Fix any of the following:\n  Element does not have an alt attribute\n  aria-label attribute does not exist or is empty\n  aria-labelledby attribute does not exist, references elements that do not exist or references elements that are empty\n  Element has no title attribute\n  Element\'s default semantics were not overridden with role=""none"" or role=""presentation""']]",14
